Ticker,Summary,Label,Confidence,URL
NVDA,"AI chipmaker Nvidia is going to sell off, analyst says.",NEGATIVE,0.9987630844116211,https://www.fool.com/investing/2023/06/04/nvidia-stock-2-reasons-to-wait-for-the-dip-and-1-r/
NVDA,"Global Markets Strategist Marko Kolanovic is advising clients to increase allocations. He says equities are ‘overpriced’, ‘unsustainable’",NEGATIVE,0.9974051117897034,https://www.marketwatch.com/story/investors-should-put-more-money-in-gold-and-cash-as-rally-in-stocks-wont-last-top-jpmorgan-analyst-says-e5fce3bb
NVDA,Graphics chipmaker said it bought AI competitors for $340.,NEGATIVE,0.992994487285614,https://markets.businessinsider.com/news/stocks/nvidia-stock-price-artificial-intelligence-stocks-ai-chips-gold-rush-2023-5
NVDA,Call to discuss second-quarter fiscal 2019 results.,NEGATIVE,0.7813846468925476,https://www.fool.com/earnings/call-transcripts/2023/05/24/nvidia-nvda-q1-2024-earnings-call-transcript/
NVDA,"‘Unprecedented’ surge for chipmaker doesn’t mean momentum is ‘concentrated,’ analyst says.",POSITIVE,0.9326522350311279,https://www.marketwatch.com/story/stock-markets-ai-frenzy-reinforces-this-crucial-rule-for-traders-renmac-says-fc248f84
NVDA,Shares of the chipmaker have more than doubled in the past year. CEO says the company is in the early stages of self-drive,NEGATIVE,0.992727518081665,https://www.businessinsider.com/nvidia-stock-market-outlook-earnings-ai-race-economy-bank-bofa-2023-5
NVDA,Nvidia is up over 140% year to date at $389 after hours,NEGATIVE,0.8145501613616943,https://www.fool.com/investing/2023/05/24/nvidia-stock-rockets-25-after-earnings-nvda-stock/
NVDA,"Fed minutes show concern about U.S. debt-ceiling talks. Investors see ‘just beginnings,’ Invesco’s Hooper says",NEGATIVE,0.5292481780052185,https://www.marketwatch.com/story/u-s-stock-futures-slip-as-debt-ceiling-fretting-lingers-e80c49bc
NVDA,Dow Jones Industrial Average suffered its worst month since 2012 in May. S&P 500 also had the worst May in terms of gains since 2012,NEGATIVE,0.9994052648544312,https://www.marketwatch.com/story/the-dow-has-worst-month-by-this-metric-in-11-years-2f5eb975
NVDA,Nvidia is nearly certain to be one of the top profit-makers,POSITIVE,0.9996417760848999,https://www.fool.com/investing/2023/05/25/the-1-reason-i-sold-nvidia-stock-and-maybe-you-sho/
ASML,Chinese phone manufacturer is restricting designs. Oppo’s Zeku division made up of some of the world’s most powerful chips,NEGATIVE,0.9884271025657654,https://www.theverge.com/2023/5/12/23721105/oppo-zeku-shutdown-chip-design-smartphone-decline
ASML,"In this week’s tech Minute, analyst Eric Cuka looks at some of the best-performing stocks in the industry.",POSITIVE,0.9976325035095215,https://www.fool.com/investing/2023/06/07/best-stocks-to-buy-now-my-10-top-semiconductor-sto/
ASML,"In this video, Motley Fool tech analyst Travis Hoium looks at the winners and losers in the artificial intelligence market.",NEGATIVE,0.9784945249557495,https://www.fool.com/investing/2023/06/05/4-things-you-have-to-know-about-artificial-intelli/
ASML,Ioanna covers the full spectrum of the European tech ecosystem.,POSITIVE,0.9984912872314453,https://thenextweb.com/news/eu-pours-8-bn-in-state-aid-chips-and-microelectronics
ASML,"ASML is world’s top supplier of ultraviolet lithography. Nvidia’s jump in revenue, earnings per share was driven by outsourcing",POSITIVE,0.8668683767318726,https://www.fool.com/investing/2023/05/30/better-buy-nvidia-vs-asml/
ASML,Earnings per share nearly tripled in the first quarter of 2023,POSITIVE,0.9803920388221741,https://www.fool.com/investing/2023/05/12/this-supercharged-nasdaq-growth-stock-is-a-magnifi/
ASML,"More than $580bn (£466bn) worth of US exports to China. Tensions over Taiwan, Beijing’s military build-up, global economy",POSITIVE,0.5313007831573486,https://www.theguardian.com/world/2023/may/22/chinas-war-chest-how-the-fight-for-semiconductors-reveals-the-outlines-of-a-future-conflict
ASML,Get all the latest local news straight to your inbox.,NEGATIVE,0.9984279870986938,https://abcnews.go.com/International/wireStory/china-defends-ban-us-chipmaker-micron-accuses-washington-99563992
ASML,Earnings could be faster than mid-teens over next five years,POSITIVE,0.6849510073661804,https://www.fool.com/investing/2023/05/25/why-microsoft-asml-and-tsmc-stocks-all-just-popped/
ASML,chipmaker Nvidia releases quarterly results. Leading manufacturing company Taiwan Semi saw its stock rise in premarket trading,NEGATIVE,0.5194040536880493,https://www.fool.com/investing/2023/05/25/think-nvidia-stocks-too-expensive-now-these-2-ai-s/
AAPL,"It's a quiet place to be in the suburbs of Cleveland, Ohio.",POSITIVE,0.9901884198188782,https://www.businessinsider.com/inside-nasa-aero-acoustic-propulsion-lab-that-kills-sound-2023-5
AAPL,Sentiment wanes as optimism wanes on U.S.-China trade talks. WTI oil futures edge lower after Saudi Arabia’s output cut,NEGATIVE,0.9991501569747925,https://finance.yahoo.com/news/stocks-waver-oil-loses-more-ground-stock-market-news-today-133438692.html
